[DEBUG] [2022-03-07 22:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4108d373d1a8497abb474d629c5c41a1, msgType : 19
[DEBUG] [2022-03-07 22:02:04] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9e8aa2f5d4a0473aa9fc89f9a05936c7, msgType : 19
[DEBUG] [2022-03-07 22:02:04] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c62af03149c14ec5a654042147456536, msgType : 19
[DEBUG] [2022-03-07 22:02:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6a9f71ae5c1e49f59e2ba1588486a859, msgType : 19
[DEBUG] [2022-03-07 22:02:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 04c72f76377b474783a56dcfa48a146e, msgType : 19
[DEBUG] [2022-03-07 22:02:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 39e44280f1604a49bdaf3476a859c206, msgType : 19
[DEBUG] [2022-03-07 22:02:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0694d50b04f5421cb6d69378923f3a60, msgType : 19
[DEBUG] [2022-03-07 22:02:08] ConsoleContractImpl.callContract(441) | sendCall request, params: [100, 200], contractAddress: 0x8c36d539c02d836cce5e651c45f1074701269f3a, contractName: BallChainAPI, functionName:addint, paramSize: 2
[INFO] [2022-03-07 22:02:08] ContractABIDefinition.addFunction(84) |  name: constr, methodId: 0x44613abf, methodSignature: constr(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:08] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:08] ContractABIDefinition.addFunction(84) |  name: set, methodId: 0x4ed3885e, methodSignature: set(string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:08] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:08] ContractABIDefinition.addFunction(84) |  name: get, methodId: 0x6d4ce63c, methodSignature: get(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:08] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:08] ContractABIDefinition.addFunction(84) |  name: addint, methodId: 0x9bbd14fb, methodSignature: addint(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:08] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:08] ContractABIDefinition.addFunction(84) |  name: adddb, methodId: 0xb93bdd5c, methodSignature: adddb(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:08] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:08] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2022-03-07 22:02:08] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@1b28f282 
[INFO] [2022-03-07 22:02:08] ABIObjectFactory.createObject(32) |  name: addint
[DEBUG] [2022-03-07 22:02:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 63fdc004dc1646d68b8296e99428bcdc, msgType : 18
[INFO] [2022-03-07 22:02:08] ContractABIDefinition.addFunction(84) |  name: constr, methodId: 0x44613abf, methodSignature: constr(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:08] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:08] ContractABIDefinition.addFunction(84) |  name: set, methodId: 0x4ed3885e, methodSignature: set(string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:08] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:08] ContractABIDefinition.addFunction(84) |  name: get, methodId: 0x6d4ce63c, methodSignature: get(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:08] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:08] ContractABIDefinition.addFunction(84) |  name: addint, methodId: 0x9bbd14fb, methodSignature: addint(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:08] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:08] ContractABIDefinition.addFunction(84) |  name: adddb, methodId: 0xb93bdd5c, methodSignature: adddb(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:08] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:08] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2022-03-07 22:02:08] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@138fe6ec 
[INFO] [2022-03-07 22:02:08] ABIObjectFactory.createObject(32) |  name: addint
[DEBUG] [2022-03-07 22:02:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 02c6d0d391b2468db1bda6ff25434e03, msgType : 19
[DEBUG] [2022-03-07 22:02:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4d184fa3a93943c4af2b0f81ab82f6ce, msgType : 19
[DEBUG] [2022-03-07 22:02:11] ConsoleContractImpl.callContract(441) | sendCall request, params: [adbd, def], contractAddress: 0x8c36d539c02d836cce5e651c45f1074701269f3a, contractName: BallChainAPI, functionName:constr, paramSize: 2
[INFO] [2022-03-07 22:02:11] ContractABIDefinition.addFunction(84) |  name: constr, methodId: 0x44613abf, methodSignature: constr(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:11] ContractABIDefinition.addFunction(84) |  name: set, methodId: 0x4ed3885e, methodSignature: set(string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:11] ContractABIDefinition.addFunction(84) |  name: get, methodId: 0x6d4ce63c, methodSignature: get(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:11] ContractABIDefinition.addFunction(84) |  name: addint, methodId: 0x9bbd14fb, methodSignature: addint(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:11] ContractABIDefinition.addFunction(84) |  name: adddb, methodId: 0xb93bdd5c, methodSignature: adddb(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2022-03-07 22:02:11] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@5e77f0f4 
[INFO] [2022-03-07 22:02:11] ABIObjectFactory.createObject(32) |  name: constr
[DEBUG] [2022-03-07 22:02:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 68062744d6a54dc09e0406e5db16876f, msgType : 18
[INFO] [2022-03-07 22:02:11] ContractABIDefinition.addFunction(84) |  name: constr, methodId: 0x44613abf, methodSignature: constr(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:11] ContractABIDefinition.addFunction(84) |  name: set, methodId: 0x4ed3885e, methodSignature: set(string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:11] ContractABIDefinition.addFunction(84) |  name: get, methodId: 0x6d4ce63c, methodSignature: get(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:11] ContractABIDefinition.addFunction(84) |  name: addint, methodId: 0x9bbd14fb, methodSignature: addint(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:11] ContractABIDefinition.addFunction(84) |  name: adddb, methodId: 0xb93bdd5c, methodSignature: adddb(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2022-03-07 22:02:11] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@19b30c92 
[INFO] [2022-03-07 22:02:11] ABIObjectFactory.createObject(32) |  name: constr
[DEBUG] [2022-03-07 22:02:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f9f47e78a2f64418ae1b0dba3ff62577, msgType : 19
[DEBUG] [2022-03-07 22:02:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 69d693f324684c9fb60f4a11c4ef7e35, msgType : 19
[DEBUG] [2022-03-07 22:02:13] ConsoleContractImpl.callContract(441) | sendCall request, params: [10.1, 20.1], contractAddress: 0x8c36d539c02d836cce5e651c45f1074701269f3a, contractName: BallChainAPI, functionName:adddb, paramSize: 2
[INFO] [2022-03-07 22:02:13] ContractABIDefinition.addFunction(84) |  name: constr, methodId: 0x44613abf, methodSignature: constr(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:13] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:13] ContractABIDefinition.addFunction(84) |  name: set, methodId: 0x4ed3885e, methodSignature: set(string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:13] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:13] ContractABIDefinition.addFunction(84) |  name: get, methodId: 0x6d4ce63c, methodSignature: get(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:13] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:13] ContractABIDefinition.addFunction(84) |  name: addint, methodId: 0x9bbd14fb, methodSignature: addint(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:13] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:13] ContractABIDefinition.addFunction(84) |  name: adddb, methodId: 0xb93bdd5c, methodSignature: adddb(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:13] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:13] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2022-03-07 22:02:13] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@455351c4 
[INFO] [2022-03-07 22:02:13] ABIObjectFactory.createObject(32) |  name: adddb
[DEBUG] [2022-03-07 22:02:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e25e93c4e7ef4342a7823fe6aaac2f1a, msgType : 18
[INFO] [2022-03-07 22:02:13] ContractABIDefinition.addFunction(84) |  name: constr, methodId: 0x44613abf, methodSignature: constr(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:13] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:13] ContractABIDefinition.addFunction(84) |  name: set, methodId: 0x4ed3885e, methodSignature: set(string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:13] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:13] ContractABIDefinition.addFunction(84) |  name: get, methodId: 0x6d4ce63c, methodSignature: get(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:13] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:13] ContractABIDefinition.addFunction(84) |  name: addint, methodId: 0x9bbd14fb, methodSignature: addint(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:13] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:13] ContractABIDefinition.addFunction(84) |  name: adddb, methodId: 0xb93bdd5c, methodSignature: adddb(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:13] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:13] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2022-03-07 22:02:13] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@29876704 
[INFO] [2022-03-07 22:02:13] ABIObjectFactory.createObject(32) |  name: adddb
[DEBUG] [2022-03-07 22:02:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 3ec08b90724248959de83225543b67b6, msgType : 19
[DEBUG] [2022-03-07 22:02:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a9777f97a08548c6828681b29565ed41, msgType : 19
[DEBUG] [2022-03-07 22:02:16] ConsoleContractImpl.callContract(441) | sendCall request, params: [adbd, def], contractAddress: 0x8c36d539c02d836cce5e651c45f1074701269f3a, contractName: BallChainAPI, functionName:constr, paramSize: 2
[INFO] [2022-03-07 22:02:16] ContractABIDefinition.addFunction(84) |  name: constr, methodId: 0x44613abf, methodSignature: constr(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:16] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:16] ContractABIDefinition.addFunction(84) |  name: set, methodId: 0x4ed3885e, methodSignature: set(string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:16] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:16] ContractABIDefinition.addFunction(84) |  name: get, methodId: 0x6d4ce63c, methodSignature: get(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:16] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:16] ContractABIDefinition.addFunction(84) |  name: addint, methodId: 0x9bbd14fb, methodSignature: addint(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:16] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:16] ContractABIDefinition.addFunction(84) |  name: adddb, methodId: 0xb93bdd5c, methodSignature: adddb(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:16] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:16] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2022-03-07 22:02:16] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@4816c290 
[INFO] [2022-03-07 22:02:16] ABIObjectFactory.createObject(32) |  name: constr
[DEBUG] [2022-03-07 22:02:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 581e3c085e7245909c8a54ba8e2f8785, msgType : 18
[INFO] [2022-03-07 22:02:16] ContractABIDefinition.addFunction(84) |  name: constr, methodId: 0x44613abf, methodSignature: constr(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:16] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:16] ContractABIDefinition.addFunction(84) |  name: set, methodId: 0x4ed3885e, methodSignature: set(string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:16] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:16] ContractABIDefinition.addFunction(84) |  name: get, methodId: 0x6d4ce63c, methodSignature: get(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:16] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:16] ContractABIDefinition.addFunction(84) |  name: addint, methodId: 0x9bbd14fb, methodSignature: addint(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:16] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:16] ContractABIDefinition.addFunction(84) |  name: adddb, methodId: 0xb93bdd5c, methodSignature: adddb(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:16] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:16] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2022-03-07 22:02:16] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@4940809c 
[INFO] [2022-03-07 22:02:16] ABIObjectFactory.createObject(32) |  name: constr
[DEBUG] [2022-03-07 22:02:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b20bb86cf18b498aa9f8ea23f847667d, msgType : 19
[DEBUG] [2022-03-07 22:02:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 408ec57b19274284b482aa1bdd65ee74, msgType : 19
[DEBUG] [2022-03-07 22:02:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3b4d42f2f2414a75aa8ec8f27092148d, msgType : 18
[DEBUG] [2022-03-07 22:02:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4eb7d0358d4c44eb9a03db92fdfc1091, msgType : 18
[DEBUG] [2022-03-07 22:02:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : fb63c70e2ae945aca03a0e3491a2d89f, msgType : 19
[DEBUG] [2022-03-07 22:02:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 48887021bc064bcf87c0648faa58fb18, msgType : 19
[DEBUG] [2022-03-07 22:02:19] ConsoleContractImpl.callContract(441) | sendCall request, params: [10.1, 20.1], contractAddress: 0x8c36d539c02d836cce5e651c45f1074701269f3a, contractName: BallChainAPI, functionName:adddb, paramSize: 2
[INFO] [2022-03-07 22:02:19] ContractABIDefinition.addFunction(84) |  name: constr, methodId: 0x44613abf, methodSignature: constr(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:19] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:19] ContractABIDefinition.addFunction(84) |  name: set, methodId: 0x4ed3885e, methodSignature: set(string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:19] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:19] ContractABIDefinition.addFunction(84) |  name: get, methodId: 0x6d4ce63c, methodSignature: get(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:19] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:19] ContractABIDefinition.addFunction(84) |  name: addint, methodId: 0x9bbd14fb, methodSignature: addint(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:19] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:19] ContractABIDefinition.addFunction(84) |  name: adddb, methodId: 0xb93bdd5c, methodSignature: adddb(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:19] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:19] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2022-03-07 22:02:19] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@16423501 
[INFO] [2022-03-07 22:02:19] ABIObjectFactory.createObject(32) |  name: adddb
[DEBUG] [2022-03-07 22:02:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4ca6cf4ad3d843d0a9d5842d59505ef6, msgType : 18
[INFO] [2022-03-07 22:02:19] ContractABIDefinition.addFunction(84) |  name: constr, methodId: 0x44613abf, methodSignature: constr(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:19] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
